"번호","수종","상태","위도","경도"
"58","소나무(장송)","수간부후(중),고사지제거필요","37.580127","126.861722"
"57","소나무(장송)","고사","37.581043","126.860775"
"56","소나무(장송)","고사지제거필요","37.580718","126.860753"
"55","소나무(장송)","고사","37.580551","126.860379"
"54","소나무(장송)","고사","37.580466","126.86036"
"53","소나무(장송)","고사","37.580001","126.861303"
"52","소나무(장송)","고사","37.579828","126.861674"
