"번호","수종","상태","위도","경도"
"3","소나무(장송)","수목활력도(중-하) / 1년생 가지마름, 잎황변","37.324518","126.68396"
"1","소나무(장송)","수간부후(심) / 영양제 수간주사 실시","37.324851","126.684842"
"2","소나무(장송)","지제부부후(심) / 외과수술 필요","37.325454","126.685181"
"4","소나무(장송)","수목활력도(중-하) / 1년생 가지마름, 수관쪽 가지 수피형성 x","37.324651","126.683974"
